First Name,Surname,country,age,OVR,Bat OVR,IQ,Technique,Power,Running,Bowl OVR,WicketTaking,Econ,Accuracy,Cltch
Zakir,Hasan,Bangladesh,24,54,53,54,55,53,42,24,27,15,33,37
Thinley,Jamtsho,Bhutan,30,54,51,54,50,51,38,48,48,50,41,49
Rishiv,Joshi,Canada,21,54,18,13,18,22,14,54,53,60,41,46
Alessandro,Morris,Cayman Islands,39,54,15,21,12,14,15,54,54,61,42,43
Rory,Burns,England,31,54,54,54,56,52,61,23,26,15,32,36
Scott,Currie,England,21,54,20,24,18,16,27,54,57,56,44,49
Emilio,Gay,England,22,54,53,49,57,54,52,34,29,38,37,38
Jamie,Smith,England,22,54,54,58,57,48,48,24,27,15,33,37
Alex,Thomson,England,28,54,49,39,51,55,50,51,50,54,45,50
Rob,Yates,England,22,54,53,45,55,59,50,39,36,44,38,33
Kofi,Bagabena,Ghana,33,54,39,45,43,28,58,53,53,56,44,51
Gerasimos,Fatouros,Greece,25,54,51,48,51,54,52,48,48,52,39,46
Satyadeep,Ashwathnarayana,Hungary,36,54,54,50,53,56,56,24,27,15,33,37
Abhishek,Yadav,India,27,54,53,51,55,54,51,40,38,44,37,36
Vaibhav,Arora,India,24,54,18,23,15,16,26,54,51,59,47,50
KM,Asif,India,29,54,15,17,11,15,23,54,54,57,47,51
Sudip,Chatterjee,India,30,54,53,57,57,47,51,37,27,47,38,34
Varun,Choudhary,India,28,54,33,38,32,28,40,54,54,57,44,47
Sanjeet,Desai,India,24,54,54,57,55,51,45,24,27,15,33,37
Priyam,Garg,India,21,54,54,54,56,52,57,24,27,15,33,37
Akhil,Herwadkar,India,27,54,54,57,55,49,52,34,29,39,37,34
Sarul,Kanwar,India,34,54,53,49,52,59,45,29,27,28,34,33
Imliwati,Lemtur,India,30,54,35,34,32,39,32,53,50,58,46,50
Mayank,Mishra,India,31,54,25,27,22,26,24,54,53,58,44,48
Debabrata,Pradhan,India,25,54,30,29,30,31,38,53,51,59,46,48
Pradipta,Pramanik,India,23,54,40,34,41,44,48,53,54,57,41,46
Digvijay,Rangi,India,24,54,51,53,52,51,44,45,44,48,39,45
Dhruv,Raval,India,33,54,53,52,56,53,53,23,26,15,32,36
Ashith,Rajiv,India,29,54,51,60,51,44,39,51,47,57,44,46
P,Saravana Kumar,India,32,54,51,36,58,58,57,51,57,50,37,43
Shoaib,Md Khan,India,30,54,51,50,52,52,53,50,45,56,44,48
Rex,Rajkumar,India,21,54,43,43,45,39,52,52,49,58,44,48
Aditya,Thakare,India,23,54,24,30,24,18,37,54,54,61,41,42
Sagar,Trivedi,India,30,54,41,37,40,47,31,52,51,55,47,49
Sagar,Udeshi,India,35,54,23,23,22,21,30,54,49,62,47,48
Amod,Yadav,India,20,54,18,20,17,17,28,54,54,60,42,45
Gavin,Hoey,Ireland,20,54,47,36,47,57,38,52,54,54,42,47
Kieran,Cawte,Isle of Man,22,54,19,14,19,22,27,54,53,60,41,42
Bashar,Khan,Italy,28,54,17,12,17,22,11,54,50,63,43,45
Jaspreet,Singh,Italy,29,54,27,29,27,24,48,54,53,59,44,43
Joy,Perera,Italy,35,54,54,55,54,52,47,24,27,15,33,38
Mohamed,Mahfooz,Maldives,35,54,31,38,32,23,42,54,52,60,46,50
Gomes,Gomes,Mozambique,18,54,53,46,55,57,59,36,30,42,39,34
Henry,Cooper,New Zealand,29,54,44,45,45,44,35,52,60,52,37,32
Luke,Georgeson,New Zealand,23,54,51,48,52,53,45,50,55,51,38,36
Brett,Hampton,New Zealand,31,54,52,47,53,58,38,44,44,46,40,39
William,O'Donnell,New Zealand,24,54,54,55,55,50,57,24,27,15,33,37
Dale,Phillips,New Zealand,23,54,54,53,56,54,53,28,28,25,34,35
Prithvi,Bhart,Norway,27,54,16,23,11,15,15,53,50,61,45,46
Muhammad,Butt,Norway,38,54,33,37,35,25,49,54,55,59,40,39
Vinay,Ravi,Norway,32,54,44,39,46,43,57,53,47,61,46,50
Wahidullah,Sahak,Norway,20,54,42,44,42,42,36,52,52,56,42,48
Kashyap,Prajapati,Oman,26,54,53,55,54,52,45,31,28,29,37,39
Riley,Hekure,Papua New Guinea,27,54,36,36,38,33,45,53,51,57,47,52
Aamer,Jamal,Pakistan,26,54,51,47,56,52,47,47,48,49,38,43
Mohammad,Ibrahim,Pakistan,19,54,19,25,16,15,26,54,56,59,39,40
Mohammad,Mohsin,Pakistan,26,54,46,40,45,51,49,52,50,56,47,49
Musadiq,Ahmed,Pakistan,33,54,53,43,55,60,50,40,40,41,37,36
Niaz,Khan,Pakistan,20,54,52,35,59,59,59,48,51,49,37,44
Rohail,Nazir,Pakistan,20,54,54,50,56,57,47,24,27,15,33,37
Yousuf,Babar,Pakistan,24,54,54,40,61,61,56,24,27,15,33,37
Mohammed,Rizlan,Qatar,37,54,53,58,53,50,53,24,27,15,33,38
Zaheer,Ibrahim,Qatar,34,54,53,51,54,53,45,43,29,59,43,38
Rajesh,Kumar,Romania,32,54,51,39,55,58,45,49,48,54,42,45
Clinton,Rubagumya,Rwanda,26,54,36,37,34,39,24,53,53,58,44,47
Imran,Arif,Saudi Arabia,33,54,34,33,29,42,18,54,53,60,41,41
Miniru,Kpaka,Sierra Leone,25,54,33,38,33,28,34,53,51,59,42,48
Arjun,Mutreja,Singapore,32,54,54,53,54,54,52,24,27,15,33,37
Muhammad,Siddiqui,Slovenia,31,54,51,48,53,58,13,49,47,56,39,41
Qaasim,Adams,South Africa,38,54,53,54,54,52,54,36,35,38,35,32
Neil,Brand,South Africa,26,54,44,45,45,42,48,52,50,59,42,43
Keith,Dudgeon,South Africa,26,54,37,39,39,31,47,53,54,56,43,48
Armand,Erasmus,South Africa,30,54,47,38,48,54,48,51,49,56,44,49
Duan,Jansen,South Africa,22,54,48,44,52,47,58,52,51,56,44,48
Alexander,Kok,South Africa,24,54,53,42,56,61,38,38,32,45,37,34
Thula,Ngcobo,South Africa,26,54,32,35,36,21,56,54,54,58,44,47
Jerry,Nqolo,South Africa,31,54,48,46,50,48,56,51,48,56,49,46
Tshepo,Ntuli,South Africa,26,54,28,37,25,22,31,53,51,58,49,54
Bryce,Parsons,South Africa,21,54,43,41,44,43,50,53,49,60,45,47
Jiveshan,Pillay,South Africa,23,54,54,56,56,52,40,24,27,15,33,37
Andrew,Rasemene,South Africa,27,54,47,37,48,54,57,51,52,53,43,48
Danie,Rossouw,South Africa,27,54,54,63,60,41,51,24,27,15,32,37
Christian,Munoz-Mills,Spain,31,54,54,47,54,61,50,25,28,16,34,39
Zulqarnain,Haider,Spain,33,54,24,27,24,19,49,54,52,61,44,49
Lasith,Abeyratne,Sri Lanka,29,54,53,56,54,48,57,39,28,52,40,33
Deshan,Fernando,Sri Lanka,24,54,29,35,28,22,43,53,53,58,44,48
Sithara,Gimhan,Sri Lanka,26,54,53,47,56,58,43,24,27,15,32,37
Sathik,Nimalsha,Sri Lanka,25,54,34,36,35,29,46,53,53,58,46,49
Udayawansha,Parakrama,Sri Lanka,26,54,53,54,55,51,58,24,27,15,32,37
Pasindu,Pathum,Sri Lanka,20,54,53,48,51,61,43,41,33,48,38,49
Milan,Rathnayake,Sri Lanka,26,54,35,31,35,36,40,54,53,58,45,50
Kavindu,Rajapaksha,Sri Lanka,22,54,12,18,8,12,9,54,61,54,37,43
Wanuja,Sahan,Sri Lanka,19,54,48,33,50,59,52,52,54,55,39,43
Pasindu,Ushettige,Sri Lanka,22,54,25,29,25,21,31,54,51,60,45,47
Raveen,Yasas,Sri Lanka,23,54,35,42,36,28,33,53,52,61,42,35
Arjun,Vinod,Switzerland,27,54,51,49,52,51,48,51,52,53,42,49
Vichanath,Singh,Thailand,30,54,28,38,26,20,43,54,48,63,47,47
Karthik,Meiyappan,United Arab Emirates,21,54,19,14,19,23,13,54,58,56,41,48
Zawar,Farid,United Arab Emirates,30,54,52,42,54,59,54,43,44,45,38,37
Cosmas,Kyewuta,Uganda,20,54,27,31,27,20,45,53,51,60,44,47
Ronak,Patel,Uganda,33,54,54,63,56,45,56,25,28,16,34,38
Jeavor,Royal,West Indies,23,54,43,33,44,52,36,52,53,55,43,47
Sydney,Murombo,Zimbabwe,25,54,17,12,17,21,22,54,57,55,39,46
Mohammad,Ibrahim,Afghanistan,23,53,10,12,6,12,13,53,52,57,42,45
Mohammad,Saleem,Afghanistan,19,53,17,12,17,22,15,53,51,59,45,47
Munir,Ahmad,Afghanistan,26,53,53,55,55,50,57,24,27,15,32,37
Wafadar,Momand,Afghanistan,22,53,13,17,9,14,16,53,51,57,47,51
Yousuf,Zazai,Afghanistan,23,53,22,15,19,32,20,52,50,57,47,50
Harry,Conway,Australia,29,53,26,28,27,19,52,53,51,58,47,50
Brody,Couch,Australia,22,53,23,24,21,23,22,53,53,56,44,49
Thomas,Kelly,Australia,21,53,52,52,55,49,58,24,27,15,33,37
Sam,Rainbird,Australia,30,53,31,31,34,26,48,52,50,55,48,53
Thomas,Rogers,Australia,23,53,53,52,54,54,40,24,27,15,33,37
Jaker,Ali,Bangladesh,24,53,53,52,53,52,55,24,27,15,33,37
Mahidul,Islam Ankon,Bangladesh,23,53,53,49,53,56,58,24,27,15,33,37
Ahmad,Khalid Ahmadzai,Belgium,28,53,38,23,32,59,14,52,53,55,40,45
Sheraz,Sheikh,Belgium,34,53,43,45,43,43,44,51,51,54,42,44
Garret,Banner,Belize,20,53,47,52,49,44,33,50,47,56,42,43
Kenton,Young,Belize,25,53,51,54,51,47,53,45,43,50,40,36
Suprit,Pradhan,Bhutan,37,53,25,30,24,21,26,53,51,60,42,45
Reginald,Nehonde,Botswana,32,53,46,53,48,36,53,51,50,55,42,45
Ahsan,Khan,Bulgaria,27,53,51,55,58,40,64,46,44,48,42,51
Kaleem,Sana,Canada,28,53,13,16,8,14,12,53,50,61,42,43
Conroy,Wright,Cayman Islands,37,53,51,48,52,53,41,46,42,51,41,44
Nikola,Davidovic,Croatia,32,53,48,31,54,60,25,50,54,53,38,37
Tom,Bailey,England,31,53,31,26,31,35,41,53,54,53,47,53
Tom,Haines,England,23,53,52,50,54,55,39,24,27,15,33,37
Max,Harris,England,20,53,44,33,50,48,54,51,54,52,37,42
Rishi,Patel,England,24,53,52,50,55,54,43,24,27,15,33,37
Ollie,Robinson,England,23,53,53,53,56,52,49,24,27,15,33,37
Josh,Shaw,England,26,53,27,28,29,20,53,53,53,54,48,54
Jack,Shutt,England,25,53,10,12,5,12,4,53,54,57,44,48
Matthew,Waite,England,26,53,45,38,48,47,53,51,51,51,46,52
Roman,Walker,England,21,53,35,29,34,40,31,52,54,54,43,48
Dawood,Ahmadzai,France,28,53,20,29,13,15,28,53,49,61,45,47
Sajid,Liaqat,Germany,36,53,38,36,36,42,31,52,54,55,40,42
James,Vifah,Ghana,32,53,52,51,54,51,46,44,44,47,39,36
Akash,Luitel,India,24,53,39,48,34,36,35,52,54,56,39,39
Ankit,Manori,India,21,53,52,34,60,62,42,41,35,47,37,43
Mohit,Avasthi,India,29,53,17,12,17,21,24,53,55,57,40,42
Chetan,Bist,India,32,53,53,57,55,50,44,23,26,15,32,36
Shivam,Chaudhary,India,25,53,51,53,52,48,54,43,39,47,40,43
Nikhil,Gangta,India,29,53,52,50,54,52,56,37,36,38,38,39
Aditya,Kaushik,India,30,53,53,59,55,47,48,23,26,15,32,36
Kshitiz,Sharma,India,32,53,52,52,52,52,42,44,41,50,40,37
Kuldeep,Gehi,India,27,53,53,46,54,60,43,24,27,15,32,37
Akash,Madhwal,India,28,53,19,26,16,16,24,53,51,58,46,48
Mohammad,Saif,India,25,53,42,52,48,28,54,51,48,60,40,40
Mujtaba,Yousuf,India,20,53,10,11,5,12,8,53,51,59,46,48
Siddhesh,Neral,India,28,53,17,12,17,21,21,53,52,60,40,43
Nitin,Sharma,India,25,53,53,46,54,58,51,24,27,15,33,37
Nitin,Yadav,India,29,53,25,27,26,18,52,53,53,57,43,46
Ashay,Palkar,India,32,53,28,29,33,20,51,53,55,56,40,44
Dhruv,Patel,India,24,53,52,45,53,56,54,38,35,43,38,36
Babashafi,Pathan,India,27,53,10,12,5,12,4,53,50,58,46,48
Sankar,Paul,India,21,53,40,43,39,40,34,52,51,56,42,48
Veer,Pratap Singh,India,30,53,14,18,10,14,14,53,51,57,49,52
Shubham,Pundir,India,23,53,53,59,55,47,49,24,27,15,33,37
Samar,Quadri,India,33,53,24,29,24,17,32,53,50,59,46,49
Bikash,Rout,India,29,53,46,52,51,34,54,50,50,55,40,42
Ritwik,Roy Chowdhury,India,26,53,53,51,55,52,55,34,28,40,37,35
Shubham,Sharma,India,25,53,47,46,48,46,49,50,46,59,41,40
Tanay,Thyagarajan,India,26,53,49,39,51,56,55,50,44,58,45,48
Sayed,Monib,Kuwait,30,53,49,30,52,63,45,50,53,51,40,47
Atif,Kamal,Luxembourg,41,53,28,29,27,27,36,53,52,57,44,48
Mohit,Dixit,Luxembourg,30,53,43,43,43,44,33,52,48,56,46,53
Ameel,Mauroof,Maldives,29,53,34,43,32,25,47,53,50,56,47,52
Basir,Ahamad,Nepal,18,53,28,31,26,26,33,53,53,60,40,36
Waqas,Ahmed,Norway,31,53,35,44,37,27,28,52,51,57,42,44
Shoaib,Khan,Oman,29,53,53,52,57,50,47,24,27,15,33,38
Jason,Kila,Papua New Guinea,32,53,50,41,49,59,46,49,45,55,44,46
Mohammad,Imran,Pakistan,21,53,25,18,24,33,12,53,50,58,49,52
Nabi,Gul,Pakistan,24,53,52,45,53,58,47,38,28,49,39,36
Nasir,Nawaz,Pakistan,23,53,53,49,55,56,38,24,27,15,33,37
Yasir,Khan,Pakistan,20,53,53,44,57,61,33,24,27,15,33,37
Abdullah,Jasat,Panama,28,53,46,35,48,56,26,50,49,55,41,45
Junaid,Khan,Portugal,37,53,41,12,52,58,18,52,53,55,41,46
Abdul Hadi,,Portugal,32,53,53,52,55,54,28,24,27,15,32,37
Syed,Maisam Ali,Portugal,28,53,48,38,47,58,40,51,52,54,40,42
Aftab,Kayani,Romania,39,53,33,32,36,30,46,52,53,56,40,43
Satvik,Nadigotla,Romania,33,53,51,46,53,52,54,48,47,53,41,36
Chris,Greaves,Scotland,31,53,50,52,50,47,46,50,47,55,44,47
Edmond,Ernest,Sierra Leone,18,53,28,34,27,24,38,53,48,63,44,41
Michael,Erlank,South Africa,32,53,50,54,52,46,43,47,46,51,42,43
Khwezi,Gumede,South Africa,23,53,18,12,17,22,25,53,56,56,42,46
Eldred,Hawken,South Africa,33,53,29,31,31,26,35,53,52,56,46,48
Thando,Ntini,South Africa,22,53,38,31,44,37,55,52,52,54,44,49
Don,Radebe,South Africa,25,53,51,37,53,61,42,46,46,48,40,47
Jack,Perman,Spain,21,53,47,36,46,60,31,50,49,55,42,48
Tom,Vine,Spain,29,53,30,21,29,38,26,52,54,54,42,48
Harsha,Cooray,Sri Lanka,38,53,52,60,53,46,46,32,28,36,33,24
Johanne,de Zilva,Sri Lanka,21,53,42,42,43,41,46,52,54,55,39,41
Dhanushka,Dharmasiri,Sri Lanka,30,53,50,52,54,46,51,48,51,50,39,37
Kavindu,Dilhara,Sri Lanka,21,53,42,41,41,42,50,52,51,57,40,46
Kasun,Ekanayake,Sri Lanka,24,53,12,17,8,12,6,53,55,57,39,46
Suminda,Lakshan,Sri Lanka,25,53,45,47,48,38,58,52,49,57,46,48
Heshan,Madhushanka,Sri Lanka,22,53,29,35,31,19,51,53,49,62,42,44
Tashik,Perera,Sri Lanka,22,53,33,35,38,22,59,52,55,54,38,44
Nalin,Priyadarshana,Sri Lanka,31,53,21,26,19,16,36,53,52,57,43,46
Dhanushka,Ranasinghe,Sri Lanka,29,53,28,25,25,34,29,52,52,56,43,47
Lakshan,Rodrigo,Sri Lanka,35,53,52,45,54,56,50,40,38,43,38,37
Mohamed,Shiraz,Sri Lanka,27,53,42,41,48,35,58,51,50,55,44,48
Kushan,Weerakkody,Sri Lanka,28,53,26,28,28,19,48,53,56,55,41,44
Hareen,Buddila,Sri Lanka,23,53,31,36,33,23,39,53,54,57,42,43
Dipanjan,Dey,Sweden,31,53,53,59,57,44,56,24,27,15,33,37
Hamid,Mahmood,Sweden,39,53,45,54,48,36,43,51,49,59,41,41
Noorkhan,Ahmedi,Switzerland,22,53,49,40,50,55,47,50,53,54,40,34
Osama,Mahmood,Switzerland,26,53,50,48,52,55,26,49,47,56,41,41
Kamron,Senamontree,Thailand,23,53,27,34,27,19,50,52,51,57,42,49
Ali,Turkmen,Turkey,30,53,39,47,44,25,57,52,50,60,41,43
Brian,Masaba,Uganda,30,53,37,41,35,33,48,53,53,57,44,42
Keron,Cottoy,West Indies,32,53,51,52,51,50,39,48,48,52,40,39
Kevin,Sinclair,West Indies,22,53,19,25,15,16,27,53,51,59,45,49
John,Masara,Zimbabwe,30,53,34,40,30,32,35,53,53,57,42,46
Jamshid,Khan,Afghanistan,19,52,30,29,27,33,40,52,51,58,41,43
Tamim,Surkhorodi,Afghanistan,21,52,52,45,53,59,43,24,27,15,33,37
Pedro,Baron,Argentina,21,52,52,56,54,49,43,25,28,16,34,39
Jonathan,Hurley,Argentina,42,52,8,9,4,11,5,52,52,58,40,41
Tomas,Rossi,Argentina,21,52,16,21,13,15,7,52,52,55,41,47
David,Grant,Australia,25,52,31,32,36,21,58,52,52,58,39,41
Wil,Parker,Australia,20,52,51,48,55,49,57,39,36,42,38,42
Henry,Thornton,Australia,25,52,18,14,18,21,21,52,54,55,42,46
Armaan,Randhawa,Austria,27,52,52,58,53,44,54,24,27,16,33,38
Imran,Uzzaman,Bangladesh,27,52,52,44,53,60,34,24,27,15,32,37
Ruyel,Miah,Bangladesh,21,52,24,21,22,27,24,52,51,56,43,48
Bruno,Toube,Cameroon,26,52,42,38,44,47,27,50,52,54,39,39
Jason,Newton,Croatia,29,52,30,35,28,29,19,52,48,60,41,44
Ben,Curran,England,26,52,52,48,56,52,53,24,27,15,32,37
Will,Davis,England,26,52,19,25,17,16,25,52,51,54,47,51
Nick,Gubbins,England,28,52,51,47,52,53,49,42,39,50,38,30
Rob,Jones,England,26,52,51,60,56,41,51,31,28,33,36,35
Jamie,McIlroy,England,28,52,17,12,17,21,21,52,57,53,37,42
Jonathan,Tattersall,England,27,52,52,56,57,44,59,24,27,15,32,37
Thilan,Walallawita,England,24,52,39,26,39,50,47,50,50,53,43,49
Usman,Khan,France,31,52,40,36,41,44,32,50,49,56,40,44
Vijayshankar,Chikkannaiah,Germany,35,52,52,62,53,44,40,24,27,16,33,38
Moses,Anafie,Ghana,34,52,46,39,45,54,45,50,50,53,40,42
Thomas,Zotos,Greece,17,52,41,24,38,59,34,51,53,54,40,37
Roshan,Alam,India,27,52,38,41,41,34,43,51,47,58,43,46
Felix,Alemao,India,27,52,43,46,43,38,55,50,52,53,42,44
Bal,Krishna,India,23,52,14,17,11,14,12,52,54,56,40,43
Kartik,Tyagi,India,21,52,28,27,29,27,44,52,50,56,47,49
Yash,Nahar,India,27,52,52,49,53,55,47,24,27,15,32,37
Amulya,Pandrekar,India,26,52,26,26,26,24,35,52,50,57,45,49
Het,Patel,India,23,52,51,63,56,39,45,24,27,15,33,37
KB,Pawan,India,34,52,52,58,53,48,45,23,26,15,31,36
Ramandeep,Singh,India,25,52,49,42,50,54,48,49,53,50,40,39
Sachin,Kumar,India,24,52,41,52,42,30,40,51,50,55,40,45
Ian,Dev Singh,India,33,52,51,58,52,46,46,36,36,37,36,33
Dhrushant,Soni,India,26,52,34,32,37,30,48,51,52,55,41,44
Nitin,Tanwar,India,25,52,36,40,38,29,44,51,50,57,42,46
Yudhvir,Singh,India,24,52,50,31,56,62,54,44,41,49,41,44
Yuvraj,Singh,India,23,52,46,45,51,41,48,50,52,52,39,45
Michael,Frost,Ireland,21,52,22,24,22,18,48,52,49,57,45,49
Conor,Olphert,Ireland,26,52,24,25,21,26,16,52,53,55,41,45
Usman,Patel,Kuwait,22,52,52,50,55,50,52,25,28,16,34,38
James,Barker,Luxembourg,26,52,52,62,55,39,57,25,28,16,35,39
Mohamed,Abdulla,Malawi,39,52,42,46,44,38,33,51,50,57,41,38
Ibrahim,Rizan,Maldives,35,52,27,32,27,24,30,52,50,57,44,47
Leem,Shafeeg,Maldives,26,52,37,30,35,43,42,51,52,54,43,45
Zane,Green,Namibia,25,52,52,56,53,48,53,25,29,16,35,40
Gulsan,Jha,Nepal,16,52,18,12,17,22,20,52,51,58,39,43
Shariz,Ahmad,Netherlands,19,52,30,31,36,23,49,52,50,57,41,47
Joey,Field,New Zealand,21,52,39,34,43,38,51,51,51,52,44,50
Ben,Smith,New Zealand,31,52,52,54,54,48,53,23,26,15,32,36
Segun,Ogundipe,Nigeria,21,52,16,19,13,16,23,52,47,61,42,47
Khurram,Nawaz,Oman,36,52,52,49,53,55,37,24,27,16,33,38
Semo,Kamea,Papua New Guinea,20,52,16,20,12,15,14,51,51,55,43,48
Abdul Hadi,,Pakistan,38,52,50,50,51,47,54,47,46,51,45,43
Saif,Badar,Pakistan,24,52,50,51,52,46,56,45,48,47,37,31
Saud,Shakeel,Pakistan,26,52,51,51,56,45,59,42,41,43,39,39
Khengar,Bhal Ahir,Panama,36,52,46,53,45,42,33,50,47,56,42,44
Yusuf,Ebrahim,Panama,35,52,50,51,52,49,49,43,39,47,39,46
Musawar,Shah,Qatar,32,52,18,13,18,22,16,52,49,59,43,47
Ishtiaq,Ahmad,Saudi Arabia,28,52,18,21,17,17,17,52,51,59,41,42
Hirani,Harji,Seychelles,34,52,10,14,6,12,4,52,54,56,38,40
Ruan,Haasbroek,South Africa,25,52,50,55,52,43,58,45,47,46,39,36
Jon,Hinrichsen,South Africa,23,52,31,37,30,25,35,51,53,54,39,45
Christoffel,Klijnhans,South Africa,22,52,52,61,54,42,47,28,28,22,34,40
Andre,Malan,South Africa,31,52,51,57,55,41,55,38,35,41,37,32
Kurtlyn,Mannikam,South Africa,26,52,26,23,26,28,31,52,54,58,40,32
Aviwe,Mgijima,South Africa,33,52,48,47,50,47,48,49,48,51,47,45
Ndumiso,Mvelase,South Africa,25,52,40,31,36,54,28,51,51,55,39,45
Luvuyo,Nkese,South Africa,25,52,29,33,29,26,36,51,54,52,41,48
Marcello,Piedt,South Africa,29,52,35,33,33,36,46,52,49,57,44,49
Blake,Schraader,South Africa,28,52,34,27,34,44,18,51,55,55,38,35
Caleb,Seleka,South Africa,19,52,30,37,27,27,31,51,50,55,43,48
Tsepo,Ndwandwa,South Africa,27,52,28,32,29,23,37,52,51,56,43,48
Jordan,Woolf,South Africa,22,52,52,37,54,61,56,31,29,29,35,39
Sithum,Akilanka,Sri Lanka,21,52,18,12,17,22,24,52,51,58,39,44
Nadeera,Balasooriya,Sri Lanka,22,52,50,42,49,57,55,46,42,54,40,38
Sandaruwan,Chinthaka,Sri Lanka,21,52,49,44,50,54,37,47,47,50,39,39
Sudara,Dakshina,Sri Lanka,27,52,13,18,9,13,13,52,50,57,41,45
Sasika,Dilshan,Sri Lanka,22,52,18,20,17,17,29,52,50,59,41,44
Hansa,de Silva,Sri Lanka,24,52,15,19,11,14,20,52,52,55,40,45
Vishwa,Fernando,Sri Lanka,30,52,22,20,21,24,24,52,52,54,44,51
Ayesh,Harshana,Sri Lanka,22,52,27,31,23,26,39,52,56,55,39,36
Danal,Hemananda,Sri Lanka,19,52,10,11,5,12,7,52,54,54,39,46
Nipuna,Kariyawasam,Sri Lanka,30,52,36,31,33,43,33,51,52,52,43,47
Rashmika,Mevan,Sri Lanka,20,52,29,32,29,24,44,52,52,57,41,43
Umeshka,Morais,Sri Lanka,26,52,24,33,22,17,37,52,53,57,40,42
Sanjaya,Ranaweera,Sri Lanka,36,52,20,25,18,18,24,52,55,54,40,45
Dasun,Senevirathna,Sri Lanka,24,52,50,39,50,61,49,40,40,41,38,38
Lahiru,Diyantha,Sri Lanka,33,52,37,30,36,40,48,51,48,56,44,46
Charith,Sudaraka,Sri Lanka,26,52,30,35,33,19,53,52,52,57,39,42
Vijayakanth,Viyaskanth,Sri Lanka,20,52,33,31,35,30,42,51,52,55,40,45
Pabasara,Waduge,Sri Lanka,29,52,52,56,55,46,52,23,26,15,32,37
Poorna,Wannithilake,Sri Lanka,24,52,21,27,17,20,12,51,54,53,40,46
Baz,Ayubi,Sweden,24,52,22,34,15,16,18,52,51,56,42,46
Qudratullah,Mir Afzail,Sweden,27,52,41,37,47,41,40,51,48,57,41,47
Chanchai,Pengkumta,Thailand,24,52,29,36,26,24,34,52,49,58,44,49
Ishak,Elec,Turkey,31,52,20,28,17,15,32,52,53,55,39,45
Roger,Mukasa,Uganda,33,52,46,48,47,45,41,50,46,56,48,42
Jon-Russ,Jaggesar,West Indies,36,52,27,31,26,23,34,51,49,57,45,46
Gudakesh,Motie,West Indies,27,52,23,29,20,20,20,52,52,57,41,45
Tion,Webster,West Indies,27,52,52,53,51,51,47,32,28,35,36,35
Prince,Masvaure,Zimbabwe,33,52,50,53,51,46,46,44,41,46,43,45
Carl,Mumba,Zimbabwe,27,52,50,36,53,58,54,45,43,47,41,46
Sheunopa,Musekwa,Zimbabwe,28,52,31,41,30,23,35,51,52,56,40,42
Bright,Phiri,Zimbabwe,23,52,52,48,54,54,47,24,27,15,33,37
Fitratullah,Khawari,Afghanistan,25,51,20,25,17,16,29,51,49,54,43,48
Rahmat,Shah,Afghanistan,29,51,48,48,49,47,53,47,47,50,42,41
Waleed,Stanekzai,Afghanistan,17,51,18,12,17,22,33,51,53,54,39,42
Zak,Evans,Australia,22,51,33,19,26,54,12,50,53,50,41,48
Clint,Hinchliffe,Australia,25,51,33,37,34,28,45,51,50,52,45,52
Matthew,Kuhnemann,Australia,25,51,34,28,36,37,38,50,48,55,45,48
Abrar,Bilal,Austria,37,51,51,50,53,52,39,23,26,15,32,36
Waseeq,Ahmed,Bahrain,35,51,28,28,33,21,55,51,49,56,41,46
Ali,Raza,Belgium,38,51,50,46,51,55,44,23,26,15,31,36
Maurice,Castillo,Belize,19,51,46,50,45,42,47,49,46,57,41,36
Delrick,Varghese,Bulgaria,25,51,30,36,30,25,31,50,49,50,48,57
George,Bell,England,19,51,50,55,53,45,48,24,27,15,33,37
Harry,Came,England,23,51,51,48,55,51,53,24,27,15,33,37
Archie,Lenham,England,18,51,27,43,20,16,38,51,49,55,46,51
Matthew,Revis,England,20,51,42,31,40,51,51,49,50,50,43,49
Billy,Root,England,29,51,50,55,52,43,52,30,28,30,35,35
Ali,Farasat,Hungary,29,51,51,41,51,60,49,24,27,16,34,38
Abishek,Kheterpal,Hungary,41,51,47,48,49,46,38,49,44,55,44,46
Anmolpreet,Singh,India,24,51,51,53,51,48,57,24,27,15,33,37
Rahul,Batham,India,23,51,20,16,20,22,31,51,51,55,39,45
Sakibul,Gani,India,22,51,50,55,50,46,50,33,28,37,37,36
Saransh,Jain,India,29,51,26,32,26,18,46,51,50,56,43,44
Jaskaranvir,Singh,India,28,51,51,53,52,50,46,24,26,15,32,37
Kaif,Ahmed,India,25,51,51,58,53,44,47,24,27,15,33,37
Kartik,Kakade,India,27,51,44,37,45,49,41,49,48,53,41,47
Naveen,Kanwar,India,23,51,50,43,57,50,56,35,33,34,35,48
Snehal,Kauthankar,India,26,51,51,55,53,45,50,24,27,15,32,37
L,Kishan Singha,India,25,51,40,52,39,30,44,50,47,56,43,46
Lalit,Yadav,India,26,51,33,24,28,46,29,51,49,57,41,44
Bhagmender,Lather,India,25,51,48,34,51,59,46,48,47,51,39,46
Sourabh,Majumdar,India,23,51,10,12,5,12,8,51,51,55,41,46
Kilco,Marak,India,30,51,24,28,25,18,46,50,53,52,40,47
Kamlesh,Nagarkoti,India,22,51,33,39,33,26,43,50,49,54,45,50
Shresth,Nirmohi,India,30,51,13,16,9,14,19,51,48,55,44,47
Sachidanand,Pandey,India,26,51,41,24,38,60,23,49,48,53,43,47
